,video_id,duration,num_frames,fps,resolution_width,resolution_height
21,41a86310-2cc1-48f9-b5b5-6b495a95fbac,2783.47,83504,30.0,1440.0,1080.0
22,69ae6e65-a60b-46b0-b256-9d1aeaf34b0a,7610.53,228316,30.0,1920.0,1080.0
23,50e55c8f-b939-4b5c-86b5-e0b53d199d27,3233.3,96999,30.0,1440.0,1080.0
24,bd0d69c1-a6e5-4e02-9835-9b9cfcc0c2f6,2643.83,79314,30.0,1440.0,1080.0
25,c48a70f7-44a3-44aa-ac14-baf35e696e5c,1398.23,41947,30.0,1920.0,1440.0
26,17be1d0a-f213-4126-ab6e-08e5c8ee5b93,5290.73,158722,30.0,1920.0,1080.0
27,2090d1c2-8308-4966-b903-e860b498f4e3,923.5,27705,30.0,1920.0,1440.0
28,0ed86ac8-75ac-48f4-985e-ac5b991d6b37,4253.97,127619,30.0,1440.0,1080.0
29,e3ee87c2-0e48-49cd-93e3-1e39e61a8543,1800.03,54000,30.0,1920.0,1080.0
30,6498b686-829f-4e75-9495-78c1e5b4db46,1263.1,37893,30.0,1920.0,1440.0
31,1cd5c2fd-d756-4bd8-af39-4e880aa69ef8,424.45,12733,30.0,1920.0,1440.0
32,a65500f7-956f-486d-872a-61742acb90d8,3988.7,119644,30.0,1440.0,1080.0
33,d623869c-ec8f-4a97-9f97-21d258aa1d77,704.79,21143,30.0,1920.0,1440.0
34,0235dafb-ec68-4177-8aff-e36d6c63742d,83.77,2513,30.0,1920.0,1080.0
35,8514d490-1e68-4523-ad92-11168c278709,778.43,23353,30.0,1440.0,1080.0
36,806a2a39-9f9e-40a7-93f1-8a8298fbcf0e,141.82,4254,30.0,1920.0,1080.0
37,fd0aa4ec-bd6b-4f96-a5a3-cd457a30637d,2557.0,76710,30.0,2560.0,1920.0
38,876dad36-879c-42eb-977d-b500f7c141d3,4010.17,120305,30.0,1440.0,1080.0
39,bb1d63a3-f41c-47bb-bae0-7c58c82eefbc,3189.57,95687,30.0,1440.0,1080.0
40,a8238ec0-a8d8-4b2e-8d92-d161bb6dcdca,1503.97,45119,30.0,1920.0,1080.0
41,8a3b619e-8e5b-4692-93d4-a18007b826c7,1678.53,50356,30.0,,
42,ad09372b-2863-4de9-a86c-c46b2f502fe4,3325.37,99761,30.0,1440.0,1080.0
43,c112bda8-c375-4ebf-b37f-f4f3eff6eaf1,1131.4,33942,30.0,2560.0,1920.0
44,40eeac41-9ec3-4960-b0b3-77074a6ad5b3,1991.33,59740,30.0,1440.0,1080.0
45,ee41e45b-544e-4f92-b381-95f99497e8ce,1589.76,47683,30.0,1920.0,1080.0
46,ba01d474-f7dd-48f1-863d-80dcf1a60ea4,1800.13,54004,30.0,1920.0,1080.0
47,e4475271-ea33-4f82-9768-355b226c50ca,1800.0,54000,30.0,1920.0,1080.0
48,1bfac46e-f957-4495-9583-dbd7fa683225,16019.8,480593,30.0,1920.0,1080.0
49,968139e2-987e-4615-a2d4-fa2e683bae8a,3280.76,98422,30.0,1440.0,1080.0
50,e5fea731-7b32-4857-a86b-587eda0ff334,4751.6,142548,30.0,1440.0,1080.0
51,acc20eec-1a35-47f3-8f67-9fa51b7cbd98,11638.8,349162,30.0,1440.0,1080.0
52,50a395ca-e434-46f3-a2f8-67fc4ca3874b,1867.33,56018,30.0,1920.0,1440.0
53,a95545b6-8b1e-4d77-a209-c1accf3b057b,1500.03,45000,30.0,1920.0,1080.0
54,30bfaf00-5376-48bc-aee2-ce5c14bde32a,2291.63,68749,30.0,2560.0,1920.0
55,999755f8-ae42-4030-9e0d-ad2c5c470cb1,1501.15,45030,30.0,2880.0,1080.0
56,53cf0d9c-c60f-46af-8368-861edd339f85,2713.5,81405,30.0,1440.0,1080.0
57,3aabb286-4108-4d17-a193-b3bab5901f7a,6348.42,190452,30.0,1440.0,1080.0
58,93f78437-229d-4824-a8c1-68d9b17e754d,2322.98,69689,30.0,1920.0,1440.0
59,9440d47e-8bd2-48a8-a85f-1ce407fd03b7,3971.02,119130,30.0,1440.0,1080.0
60,cd7c3bc6-24df-465c-9b63-a7961a7558de,1743.5,52305,30.0,1920.0,1440.0
61,182ee74e-321c-4f06-b1f4-c00dd3b4ce0c,23.8,714,30.0,1920.0,1440.0
62,862a26f0-1ca4-4e9d-87c0-84868a6495fe,485.5,14565,30.0,1440.0,1080.0
63,f323d145-bed9-41ad-94e4-7a9d12db9825,618.37,18551,30.0,1440.0,1080.0
64,170fb6c9-8550-4e82-bb9a-4ad574c0f0fa,15153.7,454612,30.0,1920.0,1080.0
65,f05e4680-0ef5-453e-a096-4f9318df00ae,1800.13,54004,30.0,1920.0,1080.0
66,f4c4c22e-2719-4897-87a8-bb754903eb01,204.48,6134,30.0,1440.0,1080.0
67,e9292246-82de-4d31-9f5c-88e68d14021b,3174.22,95226,30.0,1440.0,1080.0
68,f735d4bb-d65e-4965-ac0d-270c0b9e5993,2578.52,77355,30.0,1920.0,1440.0
69,2589f2f7-012f-45b9-b8b0-51b37c0254a2,3816.16,114484,30.0,1440.0,1080.0
70,856cedd7-b753-4c4a-bc2e-24f5ca0d6f4b,4101.83,123054,30.0,1440.0,1080.0
71,343f8d57-6331-40f3-823c-2aee4d5cc10f,1800.17,54005,30.0,1920.0,1080.0
72,98434f4c-6216-4067-ad59-4a89cb47bb9b,336.6,10098,30.0,1440.0,1080.0
73,9c07f3a2-5033-4f78-a377-a4cf5a7d7add,2744.3,82329,30.0,2560.0,1920.0
74,a16dde53-8a4d-4246-aab4-9759f0af81f0,1845.97,55379,30.0,1920.0,1440.0
75,944cee5f-de64-492a-829c-8c99f6de24ec,5263.03,157891,30.0,1440.0,1080.0
76,a3ba5558-2bd5-48c4-abb2-bf675ca6b824,3134.29,94028,30.0,1440.0,1080.0
77,af862b37-12f1-4b55-a1ca-1c162c4f98a0,3698.67,110960,30.0,1920.0,1080.0
78,95673c4c-9c12-4eba-949b-9bd7a29d299d,163.4,4902,30.0,1920.0,1080.0
79,cd4a46ba-548f-41bc-910b-4b0bc7fe5d9f,926.0,27780,30.0,1440.0,1080.0
80,86ebad37-486c-4687-b50e-67627a4be7a2,1800.13,54004,30.0,1920.0,1080.0
81,38d9b803-a91f-4df5-8d3d-9b3d206cf5cf,783.23,23495,30.0,2880.0,1080.0
82,1a89d7f1-fb77-4aef-a97a-d3d54756a9df,2517.33,75520,30.0,1440.0,1080.0
83,ec344610-74f4-4765-9c3f-0837ef78055d,4976.83,149305,30.0,1440.0,1080.0
84,b8952ddf-dd75-4d30-99f2-4e93a286abda,3278.5,98355,30.0,1920.0,1440.0
85,e0c4d2c7-fd50-4c50-b40e-e1eda4a5708b,1140.7,34221,30.0,1440.0,1080.0
86,38635888-7149-403b-8601-e3862b1ee8dc,3453.43,103603,30.0,1440.0,1080.0
87,93232ea0-b8eb-4df8-85b8-e8ff189b41f2,296.83,8904,30.0,1440.0,1080.0
88,f3c90baa-1154-4d30-bdee-f94d1b834f3e,117.87,3536,30.0,1920.0,1080.0
89,c091c167-003d-46ac-bf3a-265e88bbeec0,3721.2,111636,30.0,1440.0,1080.0
90,1b76a1d5-c1bf-4b36-8865-93e5795f3f2b,2464.93,73948,30.0,2560.0,1920.0
91,806ebea9-a28f-4429-821c-1e8a753b7ab7,1800.13,54004,30.0,1920.0,1080.0
92,22ac65b4-ff48-48aa-baa1-2d9a2fd4965f,3964.2,118926,30.0,1920.0,1440.0
93,2d560d56-dc47-4c76-8d41-889c8aa55d66,9233.33,276998,30.0,1440.0,1080.0
94,d3a0899e-2093-454c-9f65-30087883193a,3720.43,111613,30.0,1920.0,1440.0
95,082db032-f3f2-408b-a116-84d62f673915,4051.62,121548,30.0,1440.0,1080.0
96,18a58467-b829-43a8-bccf-2f6194cdb361,1915.52,57464,30.0,1440.0,1080.0
97,0793bbe0-b8d5-4d46-9f02-c71d1bd4fad2,3508.11,105227,30.0,1440.0,1080.0
98,8bec6acc-c8ff-484c-ab53-5a1c1631ccb1,1535.8,46074,30.0,,
99,7c0c0057-3bbc-40ef-a91e-4d6e1a637642,2642.37,79271,30.0,1920.0,1440.0
100,96e3caaa-e563-4c28-b123-021db8fd26b1,355.83,10675,30.0,1440.0,1080.0
101,b849a2d6-3eff-4c64-aded-2d706ed1091e,661.13,19834,30.0,1920.0,1080.0
102,97bf112a-734e-4cc2-af2a-d689fa3f1011,4254.57,127637,30.0,1920.0,1440.0
103,35e004f4-ad64-4835-9358-38a58b431252,2631.4,78925,30.0,1440.0,1080.0
104,8be6e0c4-a80d-41a3-a1c5-5911ae236990,1800.0,54000,30.0,1920.0,1080.0
105,b2625bd9-4ce6-4f5a-bf87-030c779c9d5a,1631.97,48959,30.0,1920.0,1080.0
106,d8d08da3-8e58-4c53-828b-075ee56ca933,2728.73,81862,30.0,2560.0,1920.0
107,73257595-8d1a-40b6-a0f6-03818bf7390b,1811.23,54337,30.0,2560.0,1920.0
108,8994b848-8869-44dc-b072-48949845920c,1967.47,59024,30.0,1920.0,1440.0
109,bda979cb-dc62-4daf-a87f-8295667c173c,1805.47,54164,30.0,1920.0,1080.0
110,dfaba491-c7e9-43c0-8294-b5b96d22fa7e,2467.13,74014,30.0,1920.0,1440.0
111,8762cf76-5526-43a2-b825-a0c396494c87,904.72,27141,30.0,1920.0,1440.0
112,106e9447-8a09-4e89-964e-61c927827a56,1933.78,58012,30.0,1920.0,1440.0
113,0f39b336-3e41-4305-9325-bb9cd74b8146,2273.97,68219,30.0,1440.0,1080.0
114,6093a832-a7a4-497e-bd66-ef2741ae23cf,1594.7,47841,30.0,2560.0,1920.0
115,6a1bdcdb-0def-4cbb-87ab-0da83b63552c,1109.07,33272,30.0,1920.0,1440.0
116,50c1df1c-e016-472a-b0ac-d297b0c82e87,3567.44,107023,30.0,1440.0,1080.0
117,6fd90f8d-7a4d-425d-a812-3268db0b0342,3598.03,107941,30.0,1440.0,1080.0
118,ee5ed7ca-667d-4a31-bdc8-13a9b8008246,3906.43,117193,30.0,1920.0,1440.0
119,eeebc440-cc85-4652-a354-48fdfb85c995,2264.59,67934,30.0,1440.0,1080.0
120,ae7b6096-4f00-42af-857d-603c2cbfa940,3631.67,108949,30.0,1440.0,1080.0
121,96267fe7-19c1-4409-b333-4fa08c27c38e,1800.0,54000,30.0,1920.0,1080.0
122,98b7d386-4a87-4794-87cf-f5e5729b01e9,5461.77,163853,30.0,1440.0,1080.0
123,fc28bb96-8ce8-4127-90ed-dac8aaa65f2b,1090.83,32725,30.0,1920.0,1440.0
124,075ef56b-d561-4210-b15d-4a260c18e980,1202.53,36062,30.0,1920.0,1080.0
125,cb85b319-5d57-4998-a75a-b49dca25f64b,2235.6,67068,30.0,1920.0,1440.0
126,adccfce5-4fbe-481a-81f1-dda873f19d4c,5.72,171,30.0,1920.0,1440.0
127,c615d305-14fe-41cd-9099-caf420beb604,1765.3,52959,30.0,1920.0,1080.0
128,db16f466-a943-47c4-b7e4-1866f5603aae,3034.01,91004,30.0,1440.0,1080.0
129,ca6ef987-bdc5-46ea-bbf4-ff7ec01b2824,708.03,21240,30.0,1920.0,1440.0
130,d7dcdd72-3dee-4804-8374-98960b07301e,4152.1,124546,30.0,1440.0,1080.0
131,7c969dc3-aea2-49d4-bd0e-48191b4e5a51,7600.47,228014,30.0,1920.0,1080.0
132,28ff9118-e876-497c-9901-cb89a62509fc,3926.03,117780,30.0,1440.0,1080.0
133,057bf03d-b337-475c-82a2-79f0b5b6637f,3721.61,111648,30.0,1920.0,1440.0
134,1c663b98-e28a-4036-b66e-17d942902d32,1985.73,59572,30.0,1920.0,1080.0
135,f1ebbbe3-549d-492c-bdd8-e03e6bc913c7,3064.08,91920,30.0,1440.0,1080.0
136,f6b709df-c1f6-4fdb-8c6e-504b216cd3e3,10636.2,319087,30.0,1920.0,1080.0
137,42263a6a-e984-4dd9-82db-a43d6e879c8f,2665.43,79963,30.0,1440.0,1080.0
138,a4a3fa0e-778a-4313-a648-b7748605f763,3248.1,97443,30.0,1920.0,1440.0
139,1e1e7831-098c-4d1b-b68b-943a693b87a7,1115.67,33470,30.0,1920.0,1080.0
140,a671da3b-b9da-419e-98b1-12c11c2dc7e5,2909.6,87288,30.0,2560.0,1920.0
141,22a3ba4e-c70d-4905-b40f-f8dcfcee5835,232.13,6964,30.0,1440.0,1080.0
142,f6c064d9-bcf6-4153-9418-83cc3e181807,3874.2,116226,30.0,1440.0,1080.0
143,3ec9d9da-d72b-4aa2-b458-68a252c42349,1183.5,35505,30.0,2560.0,1920.0
144,02df15e5-fb58-4d5d-bd6b-8dcaf263c848,3319.67,99590,30.0,2560.0,1920.0
145,752dd54d-7835-475a-bccd-931fcf1e9655,842.43,25272,30.0,1440.0,1080.0
146,c00a27da-98bb-4761-8093-45fd30a3f43f,1594.07,47822,30.0,1440.0,1080.0
147,e7433eec-e6e9-400b-909b-7ddf3e5a1e72,2114.07,63422,30.0,2560.0,1920.0
148,55ef5db5-af7c-4ccd-9c7d-a4d415e195b7,6620.61,198618,30.0,1440.0,1080.0
149,d3279f4f-eea5-448f-a930-aafac6b668ac,5335.8,160073,30.0,1440.0,1080.0
150,7f1b26ab-ffc6-40c3-9cb3-572311ccf0d9,998.13,29944,30.0,1440.0,1080.0
151,9434b584-177a-49ea-8402-078e9d7f933a,1737.9,52137,30.0,1440.0,1080.0
152,076b16ca-041f-41a0-907b-ff5367e4a91c,4721.25,141637,30.0,1440.0,1080.0
153,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,2163.9,64917,30.0,1440.0,1080.0
154,ef820406-e4ce-4596-84a6-5abcde5b268e,450.2,13506,30.0,2560.0,1920.0
155,c6047868-51a3-4bb8-b833-5453c1fa563c,1800.03,54000,30.0,1920.0,1080.0
156,71fbc5bf-7e2a-415d-86bc-3a948742e904,4044.87,121346,30.0,2560.0,1920.0
157,e8efc369-ac71-49cd-91fc-de1136b21721,56.53,1696,30.0,1440.0,1080.0
158,7a934c5f-90a8-442b-b75b-be69646eadbe,814.17,24424,30.0,1440.0,1080.0
159,20124032-9b08-4949-891c-0eac73b42477,1273.37,38201,30.0,1920.0,1440.0
160,0e254242-9a2b-453a-a9d5-24313f3a50af,1800.0,54000,30.0,1920.0,1080.0
161,419db6d8-b67b-4783-8756-b2d25e0dbcc0,372.78,11183,30.0,1920.0,1440.0
162,9b0b233d-ea4f-4022-a28f-fde9241e8150,2868.3,86049,30.0,1920.0,1440.0
163,b72986ad-f6b2-4477-a985-d65f3dd15638,93.2,2796,30.0,1440.0,1080.0
164,a501c38d-26e8-40f5-b301-b55f714ad36f,1196.0,35880,30.0,1920.0,1080.0
165,7df161bf-0068-45aa-9a29-a57c3092433c,3189.69,95690,30.0,1440.0,1080.0
166,d250521e-5197-44aa-8baa-2f42b24444d2,708.03,21240,30.0,1920.0,1440.0
167,45a964e8-4eb3-4b41-b9d3-72b949294e27,2175.36,65260,30.0,1920.0,1440.0
168,3efc152d-ea0e-4372-b552-7d5e1cf07259,17151.1,514534,30.0,1920.0,1080.0
169,6633f4ce-4103-4a01-9854-b1ab7d39a7fe,1521.77,45653,30.0,2560.0,1920.0
170,c0eea386-412b-4127-a2d3-352322a0038c,2124.93,63732,30.0,1440.0,1080.0
171,9bf859f2-62ff-4f2e-9eb8-ef69feb4d343,1989.0,59670,30.0,1920.0,1080.0
172,3ae7ab6b-793e-4a77-9749-010c94b1b0ee,100.97,3029,30.0,1440.0,1080.0
173,2ffd2aec-ae1a-4a96-934d-f2bab6cbec30,1501.15,45030,30.0,2880.0,1080.0
174,3ec3eab7-842d-409d-8866-42ddcbd24cd9,1334.5,40034,30.0,1440.0,1080.0
175,6e8d8309-821a-4b0a-8e3f-6cd74f59cb44,679.7,20391,30.0,1920.0,1440.0
176,3f8dbb4f-ad5e-4d54-bf95-3ddbe968a85d,2403.3,72099,30.0,1440.0,1080.0
177,3288cd3f-316c-4b32-8236-c090d0aad48a,2657.83,79735,30.0,2560.0,1920.0
178,2bd1593c-ae88-417e-827f-3997201da229,2128.27,63848,30.0,1440.0,1080.0
179,d651a4c5-b3ef-4f9a-b69c-5e9baebae9ad,1440.2,43206,30.0,1920.0,1080.0
180,d8bf0217-46c2-4558-ad38-c856e1f44359,3975.7,119271,30.0,2560.0,1920.0
181,e6237add-7607-4e51-a9a0-947d6a907ea4,2797.3,83919,30.0,2560.0,1920.0
182,0a464e14-12b6-4cec-8ef1-651870761dec,91.93,2758,30.0,1920.0,1080.0
183,16ed2ae4-e1ed-4752-a8f6-a47f1544d84a,1781.8,53454,30.0,1920.0,1080.0
184,9c99e9a1-8d61-48f5-8165-9c5215a257fe,557.5,16725,30.0,1440.0,1080.0
185,10ab80d7-0eb7-4f35-935d-93a9531635d3,1403.87,42116,30.0,1920.0,1440.0
186,141ce529-f793-48be-acde-24747af68b07,1504.57,45137,30.0,1440.0,1080.0
187,500be78a-0a13-44c5-8bc6-bafaa9b94354,2972.83,89185,30.0,1920.0,1080.0
188,cb235c78-e524-417a-89fd-57b682bb223b,2003.31,60098,30.0,1920.0,1440.0
189,bef1d436-14c4-4ed6-b5c7-6d8a9282e996,1995.8,59874,30.0,2560.0,1920.0
190,d6e9d546-a744-4e23-a8ce-556bf9aba027,2515.33,75460,30.0,2560.0,1920.0
191,613f819c-ef31-4e56-a1f0-5007f0d5201a,1501.0,45030,30.0,2880.0,1080.0
192,f2faad44-9ee9-4f12-8042-49c2a9a5359e,683.86,20515,30.0,1440.0,1080.0
193,1fd2bbfe-80e2-4543-a9fd-3a68bf6fdfd7,1594.8,47844,30.0,1920.0,1440.0
194,7534c105-7de3-42a5-94f2-595d5b236928,2930.6,87918,30.0,1920.0,1080.0
195,01236d91-23a2-49be-8f9f-d25cd3e126f6,3189.4,95682,30.0,2560.0,1920.0
196,502debb3-c5f1-4dba-b2d4-b191d40da77a,7863.63,235909,30.0,1920.0,1080.0
197,150c104e-f9bd-4a81-b885-0e8b9968cada,2565.29,76958,30.0,1920.0,1440.0
198,3568bcef-48e3-43a1-827a-829c1392583f,3026.77,90803,30.0,1920.0,1080.0
199,2c5d38ed-012f-4732-9eb8-89beddb07641,775.17,23255,30.0,1920.0,1440.0
200,c5e43959-5757-44de-b6fe-d322efee533e,4613.24,138396,30.0,1440.0,1080.0
201,f0c483e1-72d3-47c4-b2b4-29178b78be11,2986.23,89587,30.0,2560.0,1920.0
202,52473323-1ba4-4c7f-8018-49bfc8d8c0f8,4213.93,126418,30.0,1440.0,1080.0
203,6ae95096-43d6-4922-874f-d0f59967ae57,210.13,6303,30.0,1440.0,1080.0
204,5d9261fb-7d80-4cb0-b601-38c17fbf6f75,4497.1,134912,30.0,1440.0,1080.0
205,88aaba00-ad94-4e76-9b7d-583cd8744fd2,3948.43,118453,30.0,1440.0,1080.0
206,78895e4e-b895-4cf8-a5e3-cc84447e8093,4102.9,123087,30.0,2560.0,1920.0
207,764cadfe-466b-4df4-976b-dc67fb95c21e,531.63,15949,30.0,2560.0,1920.0
208,04b2f7a8-1d95-43c2-8b3b-8053b22dda52,1061.03,31831,30.0,2560.0,1920.0
209,935792d2-a07f-4db6-8b06-a9f020b26109,1494.57,44837,30.0,1920.0,1080.0
210,0e7620e8-f1b5-4093-aff9-d73ab0039e08,1133.47,34004,30.0,1920.0,1440.0
211,490a50c0-988d-4091-9503-79c66e7d298a,22.57,676,30.0,1920.0,1440.0
212,4594bf17-4251-49c0-b5a7-9cbd86e532c4,48.96,1468,30.0,1920.0,1440.0
213,cd4c731e-6ea7-4904-8a05-c6d2b3470d5d,1628.23,48847,30.0,2560.0,1920.0
214,c1fca588-dd91-4f40-9b60-01c55e9e03c8,2848.77,85462,30.0,1920.0,1080.0
215,1f5ca4f1-6200-4a9a-86af-150824b51f67,1482.47,44474,30.0,1920.0,1440.0
216,ccd9c579-b4e8-4783-b7f5-426d0bc9937e,1253.53,37606,30.0,1440.0,1080.0
217,597b1ca1-e2ea-4a0e-8be0-31b713151ba2,2441.57,73246,30.0,1920.0,1440.0
218,960b820b-1807-4219-8e74-94c4d00abc41,2206.73,66202,30.0,1920.0,1080.0
219,a5bf18b5-15d4-4843-8269-3f31154e3736,3272.8,98184,30.0,1440.0,1080.0
220,1145f1c0-4423-4e3f-a79a-70b0948dcf59,2845.6,85368,30.0,1440.0,1080.0
221,115cb95f-7030-4eab-b5de-120b63b3f21c,6348.42,190452,30.0,1440.0,1080.0
222,49925bc0-d1f2-4623-891f-147641b0e94f,1208.18,36232,30.0,1920.0,1080.0
223,0de39e75-fb19-47d4-818d-fff874b05ab9,1031.7,30951,30.0,1920.0,1440.0
224,b42d2576-1410-4993-bc1d-acf45d9d49b3,2865.21,85955,30.0,1440.0,1080.0
225,3a821d95-cf27-4963-a1c7-d4e3f6c7c3c2,1659.97,49798,30.0,1920.0,1440.0
226,2f0035c9-7efb-4229-9d94-4dcb3752da20,613.3,18399,30.0,1440.0,1080.0
227,51211aef-2c3e-4e63-9f29-45fe1794797a,490.79,14723,30.0,1920.0,1440.0
228,3827b055-911f-4aff-8a00-7c92280faa1f,1910.13,57304,30.0,1920.0,1440.0
229,1626db26-0c74-43d6-a5c2-c1a8fa7b1429,5945.9,178377,30.0,1920.0,1080.0
230,7376150d-53e2-43be-b97a-1c31723556ab,16972.0,509160,30.0,1440.0,1080.0
231,9fc49180-2cd2-4a96-9fcd-0bd54eb969ef,1800.0,54000,30.0,1920.0,1080.0
232,63d5d643-d8e2-4293-b7d6-fb9c4657a12a,2310.9,69327,30.0,1440.0,1080.0
233,15afbcca-8b44-4330-88bd-1de820866b9d,3182.44,95472,30.0,1440.0,1080.0
234,7f9f75fd-a660-4635-8890-239c6ad82023,2618.93,78568,30.0,1440.0,1080.0
235,c0b1b969-46a3-4cb0-b2c9-e7a6928e649e,1485.7,44570,30.0,1920.0,1440.0
236,5ba787ab-4634-451a-b988-c467f4a7fccb,70.47,2114,30.0,1920.0,1080.0
237,6bdc7ecb-0d9c-461f-8f32-ee0fbbe47c49,6329.62,189888,30.0,1440.0,1080.0
238,8a9c7633-3b5f-428f-84a0-cd637e8c3c53,303.93,9118,30.0,1920.0,1080.0
239,b4072935-56a6-4765-bb4d-d5f6bbeb95b9,789.57,23687,30.0,1440.0,1080.0
240,b513c72d-8b77-4bee-96b6-b5f57977a3eb,1902.3,57069,30.0,1920.0,1080.0
241,1a2890cd-8547-4a38-a958-1b28b7085681,2124.27,63728,30.0,1920.0,1440.0
242,e564dc15-435b-462a-990a-4761cf398d7a,1593.66,47798,30.0,1920.0,1080.0
243,4675859e-620c-493a-b1e7-27c347074783,1297.9,38937,30.0,1920.0,1080.0
244,bfe64619-9bd6-43be-bae3-97f4c3dfd4ca,2797.17,83915,30.0,1440.0,1080.0
245,9e76e18e-0f8c-450b-8e78-59ae3dd4978b,2014.6,60438,30.0,1920.0,1440.0
246,478d7fa4-b174-4266-b0ff-bd180ba0b806,4939.49,148184,30.0,1440.0,1080.0
247,aee01849-0c36-4e61-ad3f-0304ee4ee999,708.03,21240,30.0,1920.0,1440.0
248,4c625958-58bc-4745-8e63-3e6d2be2fdf2,708.03,21240,30.0,1920.0,1440.0
249,4ed33b73-ce75-4d35-8c91-df2cd2d87b95,89.83,2695,30.0,1440.0,1080.0
250,2fa72a4f-b318-4e04-97b8-efdc3b039258,1452.3,43569,30.0,1440.0,1080.0
251,cd392798-cf51-43e7-a4d8-9299847c7022,2190.16,65704,30.0,1440.0,1080.0
252,ae5890c8-869f-4e4d-9dd6-85024c8e0055,2030.24,60890,30.0,1920.0,1080.0
253,a223fcb2-8ffa-4826-bd0c-91027cf1c11e,3612.94,108388,30.0,1088.0,1080.0
254,f97b9bb6-9afc-4743-899f-bfe483e88d97,1427.43,42823,30.0,1920.0,1440.0
255,a2f25985-0589-42ca-af57-58930079dfb9,13674.1,410223,30.0,1920.0,1080.0
256,b7eb49cd-3033-455f-9d32-f48287b1a62c,1504.7,45141,30.0,1920.0,1080.0
257,b5410470-6cb6-43ea-8233-4824ba6a27b0,1793.4,53802,30.0,1440.0,1080.0
258,95b0ae61-6063-4b35-a406-edfefeffe43d,3242.13,97264,30.0,1920.0,1080.0
259,11b50b68-012f-4328-80d1-b4aef82d2a5f,51.5,1545,30.0,1920.0,1440.0
260,1920cc38-ed21-4e7b-86dd-2a482c8ca321,2434.43,73033,30.0,1920.0,1440.0
261,fd67e15e-3c45-4fc4-b399-4ab3df1c957f,3650.17,109505,30.0,1440.0,1080.0
262,bcfbfdd9-1f37-4edf-8ea0-114a92806d08,3294.3,98829,30.0,1440.0,1080.0
263,b69943ae-4942-4b41-af0c-94ef30406a17,3650.36,109510,30.0,1440.0,1080.0
264,4c045fcd-8ba9-4901-96d0-be452f046a9c,1890.37,56693,30.0,1920.0,1080.0
265,01f9f9d6-2871-4913-99ea-8ffb7780fc8d,1800.13,54004,30.0,1920.0,1080.0
266,3837916b-c0e8-4359-8a73-524d40660731,2931.2,87936,30.0,1440.0,1080.0
267,1246d6ec-5620-4f71-8b4b-d823775f58c2,1835.4,55062,30.0,1440.0,1080.0
268,0fceaa33-ea95-4f9b-be64-bdc397063125,1800.13,54004,30.0,1920.0,1080.0
269,5d7eb356-9b7d-4c9b-b963-4604f92953d1,3375.0,101250,30.0,1440.0,1080.0
270,71b0d679-eaf3-4a08-a4e2-fca4d23f12c1,1761.73,52852,30.0,1920.0,1080.0
271,ac66d197-8177-45cb-a75c-1a870321b58e,3195.47,95864,30.0,1440.0,1080.0
272,f61a6422-1806-43d8-87d6-bc24d9768d9d,2167.2,65016,30.0,1920.0,1440.0
273,89193e37-1ed4-4a65-996b-6883f2e1cf61,4045.07,121351,30.0,1920.0,1440.0
